query_id,seed,pair,estimated_witness_risk,geometry_risk,selected_rho,selected_length_factor,selected_noise_ratio,estimated_realized_mse,geometry_realized_mse,estimated_residual_cosine,geometry_residual_cosine,reliability_weight,accepted_primary
118::ETS2+PRTG,118,ETS2+PRTG,0.0503964831767514,0.0913033727955017,0.9,4.0,0.03,0.0362278563173012,0.0889890966804881,0.8989988921283693,0.7415744720287252,0.356000006198883,True
118::FOSB+UBASH3B,118,FOSB+UBASH3B,0.0498112734959079,0.0855137531454177,0.9,4.0,0.03,0.0903585997160752,0.226042431156149,0.2706227227601231,-0.3282457397132517,0.4560000002384186,True
118::DUSP9+ETS2,118,DUSP9+ETS2,0.3071774975445958,0.0943548700426818,0.9,4.0,0.03,0.2109177720828662,0.3018471800557828,0.1456899387333496,-0.190875246309631,0.7250000238418579,False
118::PTPN9+UBASH3B,118,PTPN9+UBASH3B,0.0451047057839,0.0984412190037591,0.9,4.0,0.03,0.0381276013121893,0.0357838359131612,0.8139331983213103,0.8266684412664673,0.0,True
118::ELMSAN1+MAP2K3,118,ELMSAN1+MAP2K3,0.0792115155535487,0.1229599098183001,0.9,4.0,0.03,0.0380737198125056,0.0415109340055142,0.6747454299507893,0.6898178234931535,0.3379999995231628,True
118::CEBPE+SPI1,118,CEBPE+SPI1,0.2850210368446547,0.1160234935744551,0.9,4.0,0.03,0.227092319926543,0.6431070436948303,0.636332206198684,0.6297291623245563,0.7860000133514404,False
118::TBX2+TBX3,118,TBX2+TBX3,0.1240039598477124,0.1945759874714699,0.9,4.0,0.03,0.0496758632122015,0.0398714036493124,0.5249308564847711,0.6519548341136354,0.3740000128746032,False
118::FOXF1+HOXB9,118,FOXF1+HOXB9,0.0540406277228853,0.1141638077131223,0.9,4.0,0.03,0.0755136152607378,0.07543867799845,0.6048792358537239,0.6084198170835288,0.0340000018477439,True
118::SNAI1+UBASH3B,118,SNAI1+UBASH3B,0.065152076977094,0.0995528505299999,0.9,4.0,0.03,0.0607246598046617,0.1282074403819817,0.6389330036811529,-0.0352422472406721,0.2759999930858612,True
119::ETS2+PRTG,119,ETS2+PRTG,0.0664453257924788,0.1285496465117301,0.75,1.0,0.1,0.0296052676074313,0.048090656465372,0.9184260843318554,0.8768248893633286,0.356000006198883,True
119::FOXA3+HOXB9,119,FOXA3+HOXB9,0.0900651940440261,0.1558751090085213,0.75,1.0,0.1,0.0650179374479727,0.060191451584888,0.5811145891474994,0.6157565040117773,0.090999998152256,True
119::PTPN12+PTPN9,119,PTPN12+PTPN9,0.0647067868976801,0.1426712099033383,0.75,1.0,0.1,0.0367105050129253,0.0752281940691547,0.8180668886972058,0.5704519085254747,0.0640000030398368,True
119::IKZF3+MAPK1,119,IKZF3+MAPK1,0.1583774627878577,0.1405174533276922,0.75,1.0,0.1,0.165580411148401,0.1641084154584591,0.89509804864467,0.925170501885074,0.4280000030994415,False
119::FOXA1+HOXB9,119,FOXA1+HOXB9,0.0856396373150149,0.1518746938144425,0.75,1.0,0.1,0.1315563792107475,0.0967906315699262,0.3076631616737786,0.5445379528015655,0.1099999994039535,True
120::CEBPB+LYL1,120,CEBPB+LYL1,0.0875252290517041,0.1325267582524786,0.75,4.0,0.03,0.1895846482627564,0.1738503309031146,0.544543829890869,0.5952645455244471,0.7369999885559082,True
120::ETS2+PRTG,120,ETS2+PRTG,0.0365361873518415,0.0875462534152236,0.75,4.0,0.03,0.0339962779878927,0.0443828219782915,0.9046876934575764,0.8780843546455266,0.356000006198883,True
120::SAMD1+UBASH3B,120,SAMD1+UBASH3B,0.0342499023900663,0.0898791377374648,0.75,4.0,0.03,0.0528726648818084,0.0477393634188923,0.480673866221126,0.5084195537272322,0.0,True
120::DUSP9+SNAI1,120,DUSP9+SNAI1,0.1885099604707498,0.0926723931593131,0.75,4.0,0.03,0.5346292807407776,0.7067101259880331,0.3371029864967957,-0.0884311358384643,0.7459999918937683,False
120::PTPN9+UBASH3B,120,PTPN9+UBASH3B,0.0360805215487853,0.0971956956667683,0.75,4.0,0.03,0.0413662264323933,0.0383336091331838,0.7938301801113787,0.8147113857315605,0.0,True
120::IKZF3+MAPK1,120,IKZF3+MAPK1,0.0916844905868695,0.0918050041743172,0.75,4.0,0.03,0.0820127577284354,0.072765799425467,0.9131586174098668,0.9395916932604736,0.4280000030994415,True
120::CEBPE+KLF1,120,CEBPE+KLF1,0.0819265124691064,0.0780058782083248,0.75,4.0,0.03,0.0618780509939781,0.1563524170378721,0.9549739170455572,0.960756689670696,0.75,True
120::ETS2+MAP7D1,120,ETS2+MAP7D1,0.102773233812805,0.1171685044288093,0.75,4.0,0.03,0.125639357147898,0.1798493842745748,0.0711155755384342,0.0100019331005331,0.5199999809265137,False
121::CEBPB+LYL1,121,CEBPB+LYL1,0.0864596113003961,0.1405263058854757,0.75,4.0,0.1,0.1421230844722306,0.1413176531099663,0.7198653170726509,0.7272143946280466,0.7369999885559082,True
121::SAMD1+UBASH3B,121,SAMD1+UBASH3B,0.0572043079447823,0.1233147873971629,0.75,4.0,0.1,0.0432837249792266,0.0405998913063662,0.5349486321485432,0.5451984746112966,0.0,True
121::PTPN12+PTPN9,121,PTPN12+PTPN9,0.0667026472473918,0.1299597678453094,0.75,4.0,0.1,0.0316840571500113,0.0583151688112695,0.8456942099044227,0.706287519197418,0.0640000030398368,True
121::DLX2+ZBTB10,121,DLX2+ZBTB10,0.1426647498518766,0.1477988814809715,0.75,4.0,0.1,0.1651080361994534,0.179742824354224,0.5561682099753352,0.5223373034302461,0.3899999856948852,False
122::ETS2+PRTG,122,ETS2+PRTG,0.111348354951193,0.1312617719857469,0.75,4.0,0.3,0.0443902844836278,0.1160590489755839,0.9012224796970436,0.6843681516574606,0.356000006198883,False
122::DUSP9+ETS2,122,DUSP9+ETS2,0.1284311780686955,0.1306767725139905,0.75,4.0,0.3,0.0554377506591323,0.1654513122174602,0.8369130645366982,0.3315808544761529,0.7250000238418579,False
122::FOXA3+FOXF1,122,FOXA3+FOXF1,0.1173525526164736,0.1568175332019424,0.75,4.0,0.3,0.060374934333849,0.062508052680355,0.4435852940324655,0.4100622634236451,0.0140000004321336,False
122::BAK1+KLF1,122,BAK1+KLF1,0.1122768228320388,0.1372033592314459,0.75,4.0,0.3,0.0769069830706238,0.0762102248082575,-0.0865410798199817,-0.0330418488909933,0.3089999854564667,False
122::FOXA1+HOXB9,122,FOXA1+HOXB9,0.1110083557363143,0.1440948472803241,0.75,4.0,0.3,0.0622373992059045,0.059745991339387,0.7571222586706636,0.7730475169702028,0.1099999994039535,False
122::SNAI1+UBASH3B,122,SNAI1+UBASH3B,0.1043507660216805,0.1256094512362714,0.75,4.0,0.3,0.0499617468422097,0.0920207610506284,0.4541372386474324,0.0391499936194428,0.2759999930858612,False
122::CNN1+UBASH3B,122,CNN1+UBASH3B,0.1016014622632998,0.1307439505684123,0.75,4.0,0.3,0.0853396388527517,0.1209305170859508,0.9085968672351457,0.8472478110215259,0.6230000257492065,False
123::ETS2+PRTG,123,ETS2+PRTG,0.0876342820431139,0.1180487404459395,0.5,2.0,0.3,0.0346589855045086,0.0751152163516963,0.911357732864154,0.8313519923918766,0.356000006198883,True
123::CEBPA+CEBPB,123,CEBPA+CEBPB,0.126785935551976,0.1256022938720883,0.5,2.0,0.3,0.3058412203161001,0.458883532520865,0.910746532018989,0.9064457738999204,0.3499999940395355,False
123::DUSP9+ETS2,123,DUSP9+ETS2,0.1511703174719288,0.1201648822061374,0.5,2.0,0.3,0.1005216334816422,0.1302915382544689,0.7548401695499865,0.6036456312802155,0.7250000238418579,False
123::DUSP9+SNAI1,123,DUSP9+SNAI1,0.146699147607162,0.1278805430427832,0.5,2.0,0.3,0.6380686476251981,0.5413654596316974,-0.0022185540472671,0.3453418372744831,0.7459999918937683,False
123::PTPN9+UBASH3B,123,PTPN9+UBASH3B,0.0911903008069932,0.129893841441732,0.5,2.0,0.3,0.0381599734692968,0.0448859592885702,0.8263343694484899,0.824499062176832,0.0,True
123::FOXA3+HOXB9,123,FOXA3+HOXB9,0.0930427115125373,0.1315836157304105,0.5,2.0,0.3,0.0494360383266832,0.0498466589795884,0.6886212392902008,0.6949982320501734,0.090999998152256,False
123::CDKN1A+CDKN1C,123,CDKN1A+CDKN1C,0.1591296104604624,0.1602343083095991,0.5,2.0,0.3,0.1067544731807419,0.1315378261483677,0.7087954200923875,0.7081383089241357,0.1140000000596046,False
123::KLF1+TGFBR2,123,KLF1+TGFBR2,0.0806004159440839,0.1126868598958494,0.5,2.0,0.3,0.0278510262447402,0.0311524031411963,0.6407841200160905,0.5617758112468999,0.2090000063180923,True
123::SNAI1+UBASH3B,123,SNAI1+UBASH3B,0.0872731647865853,0.1185997257815545,0.5,2.0,0.3,0.0364126495579098,0.0589175071011182,0.645469589323171,0.337977626688378,0.2759999930858612,True
124::FOSB+UBASH3B,124,FOSB+UBASH3B,0.059507356679959,0.129631724968847,0.75,1.0,0.1,0.0905847683094005,0.1667890196587709,0.2611791210288081,-0.2398378419869206,0.4560000002384186,True
124::DUSP9+ETS2,124,DUSP9+ETS2,0.2359557927861615,0.1310335663836616,0.75,1.0,0.1,0.177754492748083,0.1449487381981654,0.2265767697445923,0.4730332429017191,0.7250000238418579,False
124::SAMD1+UBASH3B,124,SAMD1+UBASH3B,0.0507420890096287,0.1353239515851058,0.75,1.0,0.1,0.046298630362444,0.043743585096434,0.5024284121292372,0.5074293174104898,0.0,True
124::FOXA3+FOXF1,124,FOXA3+FOXF1,0.0682664666082739,0.163349484043754,0.75,1.0,0.1,0.0636660741028202,0.0594047972632525,0.4591986052837722,0.4439643829523865,0.0140000004321336,True
124::KLF1+TGFBR2,124,KLF1+TGFBR2,0.0593933730803565,0.1230201011703851,0.75,1.0,0.1,0.0348475558786583,0.0274994683545278,0.6131034415416756,0.6262822740365859,0.2090000063180923,True
124::FOXF1+HOXB9,124,FOXF1+HOXB9,0.0651339219243714,0.1573273410284237,0.75,1.0,0.1,0.063969359919001,0.0573255049611662,0.5671633286465281,0.5897133861694785,0.0340000018477439,True
125::DUSP9+PRTG,125,DUSP9+PRTG,0.2602827975249763,0.1396465361495764,0.75,2.0,0.1,0.1589229569759808,0.066001721902662,0.1285132095665467,0.6511288620159692,0.3630000054836273,False
125::DUSP9+ETS2,125,DUSP9+ETS2,0.1076297060626706,0.1374943370891889,0.75,2.0,0.1,0.0579917528677988,0.1086206680339499,0.8892072352788853,0.6856630411109887,0.7250000238418579,False
125::CEBPB+CEBPE,125,CEBPB+CEBPE,0.1191809336244051,0.1247252811325766,0.75,2.0,0.1,0.1608394996701745,0.1104240356322198,0.8851429760249871,0.9124341267449884,0.2179999947547912,False
125::CEBPE+SPI1,125,CEBPE+SPI1,0.235512540412132,0.146318161387703,0.75,2.0,0.1,0.1869111947082989,0.3363198142229605,0.6533802053509558,0.6268111485862704,0.7860000133514404,False
125::IKZF3+MAPK1,125,IKZF3+MAPK1,0.140254077852736,0.1343354011983021,0.75,2.0,0.1,0.118626295227863,0.0884795557938849,0.9112490497901844,0.946206940084208,0.4280000030994415,False
125::FOXA1+HOXB9,125,FOXA1+HOXB9,0.0667802603464739,0.1463664635661768,0.75,2.0,0.1,0.0877578853298662,0.0732315974641348,0.5792832055570297,0.7113704125186759,0.1099999994039535,True
125::KLF1+TGFBR2,125,KLF1+TGFBR2,0.0629764405858745,0.1268472628510544,0.75,2.0,0.1,0.0400550188866552,0.0273130118659125,0.6134272831210403,0.6389925643826964,0.2090000063180923,True
125::DLX2+ZBTB10,125,DLX2+ZBTB10,0.219102716896785,0.1648393689585263,0.75,2.0,0.1,0.1712778751677776,0.1827792930727453,0.5295279370371648,0.5145413247322889,0.3899999856948852,False
125::FOXF1+HOXB9,125,FOXF1+HOXB9,0.0651259783319909,0.1502146066149775,0.75,2.0,0.1,0.0683443913030081,0.0601679796426636,0.5599465470900875,0.5681904234137791,0.0340000018477439,True
125::ETS2+MAP7D1,125,ETS2+MAP7D1,0.1181221153524491,0.1512662955500145,0.75,2.0,0.1,0.0902003637795143,0.0623929695893975,0.0898515463216649,0.2848668047214823,0.5199999809265137,False
126::FOSB+UBASH3B,126,FOSB+UBASH3B,0.0623841324146862,0.1315766769762096,0.5,0.5,0.1,0.1133415456425342,0.1006207398859764,0.1287472114635301,0.0967989897394089,0.4560000002384186,True
126::CDKN1A+CDKN1B,126,CDKN1A+CDKN1B,0.1380109152594427,0.1716232204327383,0.5,0.5,0.1,0.1045706794445907,0.1052992452510087,0.6146859220910873,0.6505382406063595,0.0,False
126::TBX2+TBX3,126,TBX2+TBX3,0.1494924123871746,0.1695044152422107,0.5,0.5,0.1,0.0491838979681575,0.0399242995561755,0.522143833468624,0.6563242616965578,0.3740000128746032,False
126::IKZF3+MAPK1,126,IKZF3+MAPK1,0.1318892162446896,0.1341008530280204,0.5,0.5,0.1,0.1565980088357457,0.215247856874767,0.910011169691948,0.8869989343694493,0.4280000030994415,False
126::FOXA1+HOXB9,126,FOXA1+HOXB9,0.0579949480376571,0.1409361364454691,0.5,0.5,0.1,0.0727557653978836,0.0689645461618444,0.6727911777497431,0.7314360702381403,0.1099999994039535,True
126::KLF1+TGFBR2,126,KLF1+TGFBR2,0.060038153859453,0.1205167007963904,0.5,0.5,0.1,0.0429109448426531,0.0287265860179844,0.6104698143757618,0.6349932797045025,0.2090000063180923,True
126::CNN1+UBASH3B,126,CNN1+UBASH3B,0.047093240218522,0.1260406343852366,0.5,0.5,0.1,0.0375380850436428,0.1201029894914911,0.9258142971780452,0.8558921401775275,0.6230000257492065,True
127::SAMD1+UBASH3B,127,SAMD1+UBASH3B,0.0629866638841781,0.1684059968634929,0.9,2.0,0.1,0.0460490983918624,0.0420553124697768,0.4883879814376816,0.5387251352965645,0.0,True
127::CEBPB+CEBPE,127,CEBPB+CEBPE,0.1474875093396343,0.1643078973090358,0.9,2.0,0.1,0.2647011471802161,0.1590895081818268,0.811030407513226,0.9122624614118454,0.2179999947547912,False
127::PTPN9+UBASH3B,127,PTPN9+UBASH3B,0.0683372339088857,0.1705538470978749,0.9,2.0,0.1,0.0384749988861803,0.0752975583366232,0.8250536986045119,0.7185184398411607,0.0,True
127::IKZF3+MAPK1,127,IKZF3+MAPK1,0.3941637174032713,0.173477544787263,0.9,2.0,0.1,0.3728274266051359,0.2477851882405666,0.5419903390963886,0.9121325485543444,0.4280000030994415,False
127::FOXF1+HOXB9,127,FOXF1+HOXB9,0.068571058940658,0.1757722741881389,0.9,2.0,0.1,0.0528999300862473,0.0564503694572967,0.6351079652014507,0.6321937034656684,0.0340000018477439,True
128::CEBPB+LYL1,128,CEBPB+LYL1,0.1125886915033848,0.1371150331690745,0.5,4.0,0.3,0.1931928746890528,0.1775090250820228,0.5364774135365321,0.5983767689931917,0.7369999885559082,False
128::BAK1+KLF1,128,BAK1+KLF1,0.1012636110136727,0.1297905543883372,0.5,4.0,0.3,0.0648635564084974,0.06195192649899,0.1390956221390583,0.1632318131717167,0.3089999854564667,False
128::CEBPE+KLF1,128,CEBPE+KLF1,0.1106900504296547,0.1155918706964076,0.5,4.0,0.3,0.0770842512261517,0.1237231400923241,0.967392245406596,0.96720030377152,0.75,False
128::SNAI1+UBASH3B,128,SNAI1+UBASH3B,0.0871100916889968,0.1160631663384239,0.5,4.0,0.3,0.0635459666416076,0.0976318631907269,0.309757439377014,0.0044411501312853,0.2759999930858612,True
128::CNN1+UBASH3B,128,CNN1+UBASH3B,0.08371698924403,0.1170036244801694,0.5,4.0,0.3,0.0679748028410748,0.1106696158697757,0.9079574281171444,0.865798361603534,0.6230000257492065,True
129::CEBPB+LYL1,129,CEBPB+LYL1,0.0861943617715582,0.136167591007293,0.75,1.0,0.1,0.1293199520576604,0.1583807200427993,0.7409066829939326,0.6704302349289777,0.7369999885559082,True
129::ELMSAN1+MAP2K3,129,ELMSAN1+MAP2K3,0.0755141086326695,0.1343206979951028,0.75,1.0,0.1,0.0367148437539439,0.0377202012348291,0.6973355551785496,0.6607458784080836,0.3379999995231628,True
129::CDKN1A+CDKN1B,129,CDKN1A+CDKN1B,0.1071438616872085,0.1635146888176491,0.75,1.0,0.1,0.1105947580411356,0.1052992452510087,0.6015888034313399,0.6505382406063595,0.0,False
129::TBX2+TBX3,129,TBX2+TBX3,0.1198019955088191,0.1614959889557028,0.75,1.0,0.1,0.0718351243045675,0.0399242995561755,0.2095206093021233,0.6563242616965578,0.3740000128746032,False
129::KLF1+TGFBR2,129,KLF1+TGFBR2,0.059124989511103,0.1150203514456257,0.75,1.0,0.1,0.0317370161052666,0.0320213590780691,0.603556964108607,0.5403723751921474,0.2090000063180923,True
129::SNAI1+UBASH3B,129,SNAI1+UBASH3B,0.0850468382454712,0.1213733774787447,0.75,1.0,0.1,0.0598619308240915,0.1408509322931649,0.3595026354573196,-0.152483673956271,0.2759999930858612,True
